Garanti BBVA;Hesap Hareketleri;;;
Hesap Sahibi;DENİZ YILMAZ;;;
IBAN;TR62 00062000 **** **** 3456;;;
Dönem;01 Haziran 2026 - 30 Haziran 2026;;;
İşlem Tarihi;Açıklama;Etiket;Tutar;Bakiye
01.06.2026;MAAŞ ÖDEMESİ - AKÇA TEKNOLOJİ A.Ş.;Gelen Transfer;52.000,00;86.711,10
02.06.2026;MİGROS MMM SARIYER;Kart Harcaması;-1.436,98;85.274,12
03.06.2026;KİRA ÖDEMESİ - EV SAHİBİ;Havale/EFT;-18.500,00;66.774,12
03.06.2026;STARBUCKS COFFEE LEVENT;Kart Harcaması;-218,75;66.555,37
04.06.2026;SİTE AİDATI - YEŞİLVADİ KONUTLARI;Otomatik Ödeme;-2.500,00;64.055,37
04.06.2026;İSTANBULKART DOLUM;Kart Harcaması;-443,06;63.612,31
05.06.2026;KREDİ ÖDEMESİ;İhtiyaç Kredisi Taksidi;-4.850,00;58.762,31
06.06.2026;YEMEKSEPETİ ONLİNE SİPARİŞ;Kart Harcaması;-450,68;58.311,63
06.06.2026;TRENDYOL ALIŞVERİŞ;Kart Harcaması;-796,30;57.515,33
07.06.2026;SPOTIFY AB;Kart Harcaması;-79,99;57.435,34
07.06.2026;OPET PETROLCÜLÜK MASLAK;Kart Harcaması;-1.148,02;56.287,32
08.06.2026;BİM BİRLEŞİK MAĞAZALAR;Kart Harcaması;-888,79;55.398,53
09.06.2026;NETFLIX.COM;Kart Harcaması;-229,99;55.168,54
09.06.2026;KAHVE DÜNYASI MASLAK;Kart Harcaması;-163,46;55.005,08
10.06.2026;BEDAŞ ELEKTRİK FATURASI;Otomatik Ödeme;-1.180,45;53.824,63
10.06.2026;CİNEMAXIMUM SİNEMA;Kart Harcaması;-422,60;53.402,03
11.06.2026;İSKİ SU FATURASI;Otomatik Ödeme;-402,60;52.999,43
11.06.2026;UBER TRIP HELP.UBER.COM;Kart Harcaması;-265,82;52.733,61
12.06.2026;İGDAŞ DOĞALGAZ FATURASI;Otomatik Ödeme;-538,20;52.195,41
12.06.2026;SİMİT SARAYI ETİLER;Kart Harcaması;-116,54;52.078,87
13.06.2026;TÜRK TELEKOM İNTERNET;Otomatik Ödeme;-549,90;51.528,97
13.06.2026;ECZANE ŞİFA SARIYER;Kart Harcaması;-400,85;51.128,12
14.06.2026;TURKCELL FATURA ÖDEMESİ;Otomatik Ödeme;-729,90;50.398,22
14.06.2026;HEPSİBURADA SİPARİŞ;Kart Harcaması;-473,10;49.925,12
15.06.2026;KREDİ KARTI ÖDEMESİ - BONUS PLATINUM;Kredi Kartı Ödemesi;-4.800,00;45.125,12
15.06.2026;A101 YENİ MAĞAZACILIK;Kart Harcaması;-782,32;44.342,80
16.06.2026;GETİR YEMEK SİPARİŞ;Kart Harcaması;-407,97;43.934,83
17.06.2026;İSTANBULKART DOLUM;Kart Harcaması;-413,10;43.521,73
17.06.2026;UDEMY ONLİNE KURS;Kart Harcaması;-270,03;43.251,70
18.06.2026;GOOGLE *YOUTUBE PREMIUM;Kart Harcaması;-109,99;43.141,71
18.06.2026;MİDPOINT RESTORAN ETİLER;Kart Harcaması;-838,34;42.303,37
19.06.2026;CARREFOURSA MASLAK;Kart Harcaması;-1.156,24;41.147,13
20.06.2026;VİRMAN - BİRİKİM HESABI;Virman;-1.500,00;39.647,13
20.06.2026;LC WAIKIKI MAĞAZACILIK;Kart Harcaması;-949,30;38.697,83
21.06.2026;APPLE.COM/BILL ICLOUD+;Kart Harcaması;-74,99;38.622,84
21.06.2026;SHELL & TURCAS SARIYER;Kart Harcaması;-1.033,06;37.589,78
22.06.2026;BURGER KING MASLAK;Kart Harcaması;-249,19;37.340,59
23.06.2026;BİTAKSİ ULAŞIM;Kart Harcaması;-147,86;37.192,73
23.06.2026;STEAM PURCHASE;Kart Harcaması;-197,42;36.995,31
24.06.2026;MİGROS MMM SARIYER;Kart Harcaması;-1.298,63;35.696,68
25.06.2026;YEMEKSEPETİ ONLİNE SİPARİŞ;Kart Harcaması;-395,18;35.301,50
26.06.2026;İSPARK OTOPARK;Kart Harcaması;-164,94;35.136,56
27.06.2026;ZARA MAĞAZACILIK;Kart Harcaması;-1.290,00;33.846,56
27.06.2026;PELİT PASTANESİ;Kart Harcaması;-172,28;33.674,28
28.06.2026;VADELİ HESAP FAİZ GETİRİSİ;Faiz Tahakkuku;342,80;34.017,08
29.06.2026;GETİR MARKET SİPARİŞ;Kart Harcaması;-371,70;33.645,38
