Garanti BBVA;Hesap Hareketleri;;;
Hesap Sahibi;DENİZ YILMAZ;;;
IBAN;TR62 00062000 **** **** 3456;;;
Dönem;01 Temmuz 2026 - 31 Temmuz 2026;;;
İşlem Tarihi;Açıklama;Etiket;Tutar;Bakiye
01.07.2026;MAAŞ ÖDEMESİ - AKÇA TEKNOLOJİ A.Ş.;Gelen Transfer;52.000,00;85.645,38
02.07.2026;MİGROS MMM SARIYER;Kart Harcaması;-1.468,01;84.177,37
03.07.2026;KİRA ÖDEMESİ - EV SAHİBİ;Havale/EFT;-18.500,00;65.677,37
03.07.2026;STARBUCKS COFFEE LEVENT;Kart Harcaması;-203,30;65.474,07
04.07.2026;SİTE AİDATI - YEŞİLVADİ KONUTLARI;Otomatik Ödeme;-2.500,00;62.974,07
04.07.2026;İSTANBULKART DOLUM;Kart Harcaması;-432,12;62.541,95
05.07.2026;KREDİ ÖDEMESİ;İhtiyaç Kredisi Taksidi;-4.850,00;57.691,95
06.07.2026;YEMEKSEPETİ ONLİNE SİPARİŞ;Kart Harcaması;-476,31;57.215,64
06.07.2026;TRENDYOL ALIŞVERİŞ;Kart Harcaması;-712,71;56.502,93
07.07.2026;SPOTIFY AB;Kart Harcaması;-79,99;56.422,94
07.07.2026;OPET PETROLCÜLÜK MASLAK;Kart Harcaması;-1.048,66;55.374,28
08.07.2026;BİM BİRLEŞİK MAĞAZALAR;Kart Harcaması;-855,83;54.518,45
09.07.2026;NETFLIX.COM;Kart Harcaması;-229,99;54.288,46
09.07.2026;PEGASUS HAVA YOLLARI;Kart Harcaması;-2.980,00;51.308,46
09.07.2026;KAHVE DÜNYASI MASLAK;Kart Harcaması;-154,58;51.153,88
10.07.2026;BEDAŞ ELEKTRİK FATURASI;Otomatik Ödeme;-1.612,90;49.540,98
10.07.2026;CİNEMAXIMUM SİNEMA;Kart Harcaması;-411,24;49.129,74
11.07.2026;İSKİ SU FATURASI;Otomatik Ödeme;-468,30;48.661,44
11.07.2026;UBER TRIP HELP.UBER.COM;Kart Harcaması;-278,97;48.382,47
12.07.2026;İGDAŞ DOĞALGAZ FATURASI;Otomatik Ödeme;-496,80;47.885,67
12.07.2026;SİMİT SARAYI ETİLER;Kart Harcaması;-106,73;47.778,94
13.07.2026;TÜRK TELEKOM İNTERNET;Otomatik Ödeme;-549,90;47.229,04
13.07.2026;ECZANE ŞİFA SARIYER;Kart Harcaması;-366,44;46.862,60
14.07.2026;TURKCELL FATURA ÖDEMESİ;Otomatik Ödeme;-729,90;46.132,70
14.07.2026;HEPSİBURADA SİPARİŞ;Kart Harcaması;-413,08;45.719,62
15.07.2026;KREDİ KARTI ÖDEMESİ - BONUS PLATINUM;Kredi Kartı Ödemesi;-4.800,00;40.919,62
15.07.2026;A101 YENİ MAĞAZACILIK;Kart Harcaması;-761,45;40.158,17
16.07.2026;GETİR YEMEK SİPARİŞ;Kart Harcaması;-374,79;39.783,38
17.07.2026;İSTANBULKART DOLUM;Kart Harcaması;-379,57;39.403,81
17.07.2026;UDEMY ONLİNE KURS;Kart Harcaması;-290,90;39.112,91
18.07.2026;GOOGLE *YOUTUBE PREMIUM;Kart Harcaması;-109,99;39.002,92
18.07.2026;MİDPOINT RESTORAN ETİLER;Kart Harcaması;-832,30;38.170,62
19.07.2026;CARREFOURSA MASLAK;Kart Harcaması;-1.131,66;37.038,96
20.07.2026;VİRMAN - BİRİKİM HESABI;Virman;-1.500,00;35.538,96
20.07.2026;LC WAIKIKI MAĞAZACILIK;Kart Harcaması;-875,18;34.663,78
21.07.2026;APPLE.COM/BILL ICLOUD+;Kart Harcaması;-74,99;34.588,79
21.07.2026;SHELL & TURCAS SARIYER;Kart Harcaması;-989,72;33.599,07
22.07.2026;İADE - ONLİNE SİPARİŞ;Gelen Transfer;428,50;34.027,57
22.07.2026;BURGER KING MASLAK;Kart Harcaması;-239,41;33.788,16
23.07.2026;BİTAKSİ ULAŞIM;Kart Harcaması;-143,53;33.644,63
23.07.2026;STEAM PURCHASE;Kart Harcaması;-195,05;33.449,58
24.07.2026;MİGROS MMM SARIYER;Kart Harcaması;-1.349,30;32.100,28
25.07.2026;YEMEKSEPETİ ONLİNE SİPARİŞ;Kart Harcaması;-443,04;31.657,24
26.07.2026;İSPARK OTOPARK;Kart Harcaması;-157,25;31.499,99
27.07.2026;PELİT PASTANESİ;Kart Harcaması;-179,07;31.320,92
28.07.2026;VADELİ HESAP FAİZ GETİRİSİ;Faiz Tahakkuku;351,60;31.672,52
29.07.2026;GETİR MARKET SİPARİŞ;Kart Harcaması;-368,63;31.303,89
